u,y
0.47914075980974213, 0.8572638753565625
0.44908074826824484, 0.8572922338580167
0.4252493877668775, 0.8760643695714152
0.4549302640276711, 0.8984998956765788
0.49162268106407425, 0.9068141205646083
0.5314072663638774, 0.9163480892708242
0.5667210096522672, 0.9233819514309252
0.6072343225045913, 0.9299782240298469
0.6505640688707137, 0.9349853304908193
0.683989873210294, 0.9395897000010658
0.7227080965703079, 0.9427055876110431
0.7675543840592443, 0.947855491475134
0.8009801883988243, 0.9524598609853805
0.8418339492583111, 0.957057222989476
0.8838947530522827, 0.9607262656162368
0.9226129764122961, 0.9671800035935205
0.9560387807518766, 0.9703936021173893
0.9950355524813868, 0.9757653665460104
1.038365298847509, 0.980772473006982
1.079528557895325, 0.9865027638353698
1.1152755986473764, 0.9913367386643404
1.1531891267177332, 0.9965292398930776
1.1943523857655498, 1.0044229522558306
1.235515644813366, 1.0123166646185835
1.274512416542876, 1.0202124208372974
1.3087823068506272, 1.0334884110998623
1.3416735234103656, 1.0522398140622657
1.3682903676066982, 1.0747760998331284
1.386086513435641, 1.0938437795516003
1.3980021936863245, 1.1160076090710591
1.4077513866187024, 1.1346579224531355
1.4164173358919265, 1.1565543900647395
1.4227001491150146, 1.184132087445609
1.420750310528539, 1.2036047207252594
1.4272497724834572, 1.2284779368025762
1.4337492344383758, 1.2555145744142586
1.4330992882428835, 1.2801781930628091
1.440248696393294, 1.2976951627664963
1.4509263838906599, 1.316692292956898
1.4499978893256713, 1.3411707382554123
1.4489146456665185, 1.3647530549079723
1.4532476203031306, 1.3853014717725198
1.4532476203031306, 1.4047722655818058
1.4546403621506132, 1.4311956004155766
1.4616969208445247, 1.4612295965904885
1.465163300553814, 1.4804807780768012
1.4662465442129673, 1.4972462730401506
1.4668964904084596, 1.5196370727640414
1.4694962751904266, 1.5378073610255556
1.4746958447543614, 1.5533790908186789
1.4727460061678859, 1.575123316709413
1.4727460061678859, 1.594594110518699
1.4727460061678859, 1.6140649043279849
1.4727460061678859, 1.633535698137271
1.4720960599723936, 1.6559277241747383
1.4889946610551819, 1.677870510672051
1.4954941230101, 1.694630895995499
1.4922443920326407, 1.7081553463692216
1.4846616864185693, 1.731419281359509
1.4889946610551819, 1.7519676982240566
1.493327635691794, 1.7719752597050125
1.4987438539875593, 1.7982016361692879
1.5001365958350419, 1.8242772782564642
1.5052433159424774, 1.846061206049234
1.50663605778996, 1.8678486375950794
1.5106595342382427, 1.8925696593981827
1.513909265215702, 1.9142008089578928
1.518242239852314, 1.9336675150552576
1.518242239852314, 1.9466480442614482
1.5196349816997967, 1.9735349694240114
1.5247417018072327, 1.9953188972167812
1.5247417018072327, 2.008299426422972
1.5261344436547153, 2.034722761256743
1.5312411637621508, 2.061837977830627
1.5312411637621508, 2.079686205489139
1.5355741383987633, 2.10185718850446
1.5366573820579161, 2.1218678157693573
1.5377406257170694, 2.138092455349115
1.5409903566945287, 2.1613461710595994
1.5474898186494468, 2.1848131631395784
1.550739549626906, 2.2046054043950787
1.5539892806043654, 2.22245056626965
1.5549177751693535, 2.2451656164422147
1.5604887425592835, 2.277206042290385
1.5680714481733549, 2.306810721046145
1.570237935491661, 2.323034338697923
1.5756541537874262, 2.337091469031394
1.570237935491661, 2.3571082278641735
1.566175771769837, 2.3798279862049334
1.570237935491661, 2.400917513935067
1.5743000992134852, 2.422007041665201
1.5734876664691202, 2.443101168071246
1.5767373974465795, 2.45770119764427
1.5821536157423448, 2.4777077371972456
1.5799871284240388, 2.5039412671573835
1.5843201030606509, 2.5285460993988647
1.5832368594014976, 2.545313638218175
1.5832368594014976, 2.5647844320274613
1.5832368594014976, 2.5842552258367473
1.5832368594014976, 2.6037260196460332
1.5832368594014976, 2.623196813455319
1.5825869132060058, 2.644939813032477
1.5799871284240388, 2.668307218230773
1.5799871284240388, 2.687778012040059
1.5767373974465795, 2.7091989510142147
1.5734876664691202, 2.728672810607442
1.566988204514202, 2.754176410258913
1.5637384735367428, 2.778981558633254
1.5493468077794235, 2.7977705439925185
1.5409903566945287, 2.818918146429877
1.53449089473961, 2.83688067673299
1.5239292690628676, 2.852845874346741
1.5084930469199367, 2.8760631327765265
1.4954941230101, 2.8935991103406478
1.4759957371453447, 2.912114759163116
1.4532476203031306, 2.9310661580763977
1.4413319400524471, 2.9473030607919197
1.4110011175961612, 2.955624790657102
1.3868602589064645, 2.972233796815558
1.3488951478047195, 2.9823655801184774
1.3135091882723862, 2.9917737897480836
1.2800833839328056, 2.9964412268136877
1.2387653757908248, 2.999416278149005
1.197447367648844, 3.002545859593919
1.1622489827761047, 3.005487041316173
1.1224250067977863, 3.011424851653101
1.0827782888727844, 3.011462254217181
1.0437815171432743, 3.0114990436244726
0.9625382427067948, 3.018065952826093
0.926791201954744, 3.0180996764494443
1.0073845301957312, 3.0212687773092552
0.8597071327350025, 3.02239953298099
0.8098008867662136, 3.0247003092744156
0.7708041150367035, 3.0247370986817073
0.7318073433071934, 3.0291007311577296
0.6928105715776833, 3.031300942099387
0.653813799848173, 3.031337731506679
0.6148170281186629, 3.031374520913971
0.5758202563891528, 3.0314113103212628
0.5368234846596427, 3.031448099728555
