u,y
1.9829537696289765, -0.0008697437707221312
1.945729578432626, -0.0008346266092162935
1.9082099571474156, -0.0007992307400792598
1.8692131854179055, -0.0007624413327871338
1.8302164136883954, 0.00035605884168710134
1.8302164136883954, 0.014418298815060737
1.793540878371356, 0.014607428486278273
1.782398943591496, 0.029916420595657467
1.7829147739053786, 0.05917363471374726
1.7923028856180385, 0.09233724153151668
1.8074682968461808, 0.1063851745131652
1.7970691577183115, 0.12132259360889508
1.8074682968461808, 0.1530339513479131
1.8215504644151708, 0.18425506468656527
1.8237169517334768, 0.20534638079066436
1.8334661446658547, 0.22643054339890112
1.8453818249165381, 0.24967608368554295
1.859463992485528, 0.2750830016505885
1.8735461600545176, 0.2967039319304954
1.8865450839643543, 0.31670331798760865
1.899544007874191, 0.3377844148119049
1.9125429317840277, 0.35886551163620073
1.9281725902946645, 0.3811803675121812
1.9537061908318438, 0.40114861213896535
1.9807872823106705, 0.42352349107652953
1.989453231583895, 0.44954848811621373
2.00895161744865, 0.47019076906575474
2.028450003313405, 0.4907248789385772
2.04794838917816, 0.5101772780442175
2.0683752696079036, 0.5298605963759848
2.092361379203436, 0.5490769666155959
2.1101575250323785, 0.5687627667724584
2.135691125569558, 0.5871663940395675
2.161224726106737, 0.6081197681150354
2.1746878972990684, 0.6301276076277826
2.193722035881329, 0.6516666011821233
2.2169344000060374, 0.6674067739043479
2.2512042903137885, 0.6806499850527561
2.284095506873527, 0.7023187291751367
2.312259842011507, 0.7228446636241164
2.3425906644677923, 0.7415657029384985
2.3707549996057713, 0.7617310671317505
2.4021690657212105, 0.7795136018532607
2.4335831318366496, 0.8016950936946463
2.460664223315476, 0.8225375490453679
2.4866620711351493, 0.8407668919700457
2.5121956716723286, 0.8613725732989197
2.5326225521020715, 0.8803605061374982
2.5592393962984037, 0.896406527305265
2.590653462413843, 0.9143332901290662
2.623150772188435, 0.9350714790195611
2.6540232164742967, 0.9566224838774136
2.6756107151102757, 0.9766524000329397
2.701144315647455, 0.9959252591665351
2.723892432489669, 1.0157802340259274
2.743390818354424, 1.0352326331315678
2.7602894194372114, 1.0543629716342058
2.7823875900839337, 1.0790051297951693
2.7921367830163115, 1.1009005754787933
2.807456943338619, 1.1234861510259924
2.8203011181542914, 1.1514439837170891
2.8343832857232814, 1.1753828656409584
2.8484654532922704, 1.2022578196471807
2.853881671588036, 1.223021556737184
2.8603811335429548, 1.2424862189785881
2.873380057452791, 1.268353885947667
2.8852957377034754, 1.2990361877586882
2.8939616869766986, 1.323907359980045
2.9045774748363993, 1.348235837347445
2.9123768291823016, 1.3715934320371304
2.9123768291823016, 1.387170067084559
2.9167098038189128, 1.4044733516475585
2.9221260221146785, 1.4301588727282426
2.9214760759191867, 1.4540112083014063
2.928625484069597, 1.4834269964441016
2.9318752150470564, 1.510466699839725
2.9370747846109904, 1.5292835619343954
2.9351249460245157, 1.549405221674356
2.94379089529774, 1.5667044185254344
2.938374677001975, 1.5883437435089869
2.948123869934352, 1.5996925092125807
2.949516611781834, 1.6244932778955774
